id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,price_per_m2,distance_km,distance_bucket
2021-822835,2021-05-27,1,Vente,428600.0,5.0,,RUE DES RECOLLETS,0620,51120.0,51535,Sézanne,51,,,515350000H4775,,,,,,,,,,,,,0,1.0,Maison,68.0,3.0,S,sols,,,905.0,3.725594,48.722216,6302.941176470588,9.958400891843636,5-10 km
2021-822843,2021-06-07,1,Vente,143000.0,4.0,,RUE DE LA NOUE DE GIVRY,0067,51130.0,51630,Villers-aux-Bois,51,,,516300000A0041,,,5,166.92,,,,,,,,,1,1.0,Maison,159.0,5.0,,,,,,3.932471,48.934099,899.37106918239,34.139698916591286,30-50 km
2021-822861,2021-06-05,1,Vente,165000.0,5001.0,,RUE STE EULALIE,0090,51210.0,51175,Corrobert,51,,,511750000Y0100,,,,,,,,,,,,,0,1.0,Maison,86.0,4.0,J,jardins,,,1069.0,3.600761,48.913765,1918.6046511627908,33.13277971088413,30-50 km
2021-822861,2021-06-05,1,Vente,165000.0,5001.0,,RUE STE EULALIE,0090,51210.0,51175,Corrobert,51,,,511750000Y0100,,,,,,,,,,,,,0,1.0,Maison,86.0,4.0,S,sols,,,500.0,3.600761,48.913765,1918.6046511627908,33.13277971088413,30-50 km
2021-822887,2021-06-04,1,Vente,120000.0,6.0,,RUE DE LA GROSSE HAIE,0070,51310.0,51473,Saint-Bon,51,,,514730000B0704,,,,,,,,,,,,,0,1.0,Maison,78.0,3.0,J,jardins,,,3566.0,3.466638,48.677422,1538.4615384615386,23.932536062875716,20-30 km
2021-822887,2021-06-04,1,Vente,120000.0,6.0,,RUE DE LA GROSSE HAIE,0070,51310.0,51473,Saint-Bon,51,,,514730000B0704,,,,,,,,,,,,,0,1.0,Maison,78.0,3.0,S,sols,,,824.0,3.466638,48.677422,1538.4615384615386,23.932536062875716,20-30 km
2021-822888,2021-06-04,1,Vente,100000.0,31.0,,RUE SAINT VINCENT DE PAUL,0980,51210.0,51380,Montmirail,51,,,51380000BD0272,,,,,,,,,,,,,0,1.0,Maison,127.0,4.0,S,sols,,,317.0,3.537244,48.87029,787.4015748031496,31.29659843764621,30-50 km
2021-822897,2021-05-29,1,Vente,180000.0,27.0,,RUE SAINT GENGOULF,0250,51320.0,51285,Haussimont,51,,,512850000C0938,,,,,,,,,,,,,0,1.0,Maison,246.0,8.0,S,sols,,,486.0,4.165552,48.74863,731.7073170731708,30.250473808859535,30-50 km
2021-822947,2021-06-07,1,Vente,341000.0,20.0,,ALL DES MILLESIMES,0167,51530.0,51431,Pierry,51,,,51431000ZC0236,,,,,,,,,,,,,0,1.0,Maison,156.0,4.0,S,sols,,,697.0,3.931937,49.013008,2185.897435897436,42.551721011545574,30-50 km
2021-822948,2021-06-07,1,Vente,138000.0,116.0,,AV DU MARECHAL FOCH,1490,51200.0,51230,Épernay,51,,,51230000BP0141,,,,,,,,,,,,,0,1.0,Maison,66.0,4.0,S,sols,,,160.0,3.947817,49.034461,2090.909090909091,45.155591450511004,30-50 km
2021-822951,2021-05-27,1,Vente,157500.0,17.0,,RUE DU FOUR,0025,51320.0,51361,Le Meix-Tiercelin,51,,,51361000AB0059,,,,,,,,,,,,,0,1.0,Maison,116.0,7.0,S,sols,,,870.0,4.416765,48.637218,1357.7586206896551,46.40124981758049,30-50 km
2021-822953,2021-05-17,1,Vente,72000.0,4.0,,RUE DU GEN LECLERC,0220,51700.0,51346,Mareuil-le-Port,51,,,51346000AD0174,,,,,,,,,,,,,0,1.0,Maison,73.0,3.0,S,sols,,,61.0,3.760118,49.081466,986.3013698630137,48.85700422333284,30-50 km
2021-822959,2021-05-29,1,Vente,180000.0,79.0,,RUE DES PRIEURES,0185,51530.0,51390,Moussy,51,,,513900000B0466,,,,,,,,,,,,,0,2.0,Appartement,30.0,1.0,S,sols,,,178.0,3.922252,49.012328,6000.0,42.30621635968283,30-50 km
2021-822959,2021-05-29,1,Vente,180000.0,79.0,,RUE DES PRIEURES,0185,51530.0,51390,Moussy,51,,,513900000B0466,,,,,,,,,,,,,0,2.0,Appartement,83.0,4.0,S,sols,,,178.0,3.922252,49.012328,2168.6746987951806,42.30621635968283,30-50 km
2021-822959,2021-05-29,1,Vente,180000.0,79.0,,RUE DES PRIEURES,0185,51530.0,51390,Moussy,51,,,513900000B0466,,,,,,,,,,,,,0,2.0,Appartement,60.0,2.0,S,sols,,,178.0,3.922252,49.012328,3000.0,42.30621635968283,30-50 km
2021-822959,2021-05-29,1,Vente,180000.0,79.0,,RUE DES PRIEURES,0185,51530.0,51390,Moussy,51,,,513900000B0466,,,,,,,,,,,,,0,2.0,Appartement,20.0,1.0,S,sols,,,178.0,3.922252,49.012328,9000.0,42.30621635968283,30-50 km
2021-822959,2021-05-29,1,Vente,180000.0,79.0,,RUE DES PRIEURES,0185,51530.0,51390,Moussy,51,,,513900000B0466,,,,,,,,,,,,,0,2.0,Appartement,60.0,3.0,S,sols,,,178.0,3.922252,49.012328,3000.0,42.30621635968283,30-50 km
2021-822959,2021-05-29,1,Vente,180000.0,79.0,,RUE DES PRIEURES,0185,51530.0,51390,Moussy,51,,,513900000B0466,,,,,,,,,,,,,0,2.0,Appartement,60.0,2.0,S,sols,,,178.0,3.922252,49.012328,3000.0,42.30621635968283,30-50 km
2021-822981,2021-06-02,1,Vente,252400.0,11.0,,RUE DU CHATELOT,0010,51120.0,51235,Les Essarts-lès-Sézanne,51,,,512350000A0220,,,,,,,,,,,,,0,1.0,Maison,320.0,7.0,S,sols,,,473.0,3.619157,48.771158,788.75,18.912372519617865,10-20 km
2021-822988,2021-06-01,1,Vente,115500.0,30.0,,RUE HONORE DE BALZAC,0194,51530.0,51210,Dizy,51,,,51210000AL0240,,,17,,,,,,,,,,1,2.0,Appartement,71.0,3.0,,,,,,3.969501,49.060836,1626.7605633802816,48.407801516867224,30-50 km
2021-822991,2021-06-03,1,Vente,253000.0,19.0,,RUE DE CHAINTRIX,0010,51130.0,51603,Vélye,51,,,51603000ZT0073,,,,,,,,,,,,,0,1.0,Maison,141.0,5.0,S,sols,,,1265.0,4.121304,48.887904,1794.3262411347519,36.715857237692454,30-50 km
2021-822997,2021-06-03,1,Vente,189000.0,2.0,,RUE DE L USINE,0055,51130.0,51107,Chaintrix-Bierges,51,,,511070000B1042,,,,,,,,,,,,,0,1.0,Maison,94.0,6.0,S,sols,,,1037.0,4.11077,48.901891,2010.6382978723404,37.38681097732877,30-50 km
2021-822997,2021-06-03,1,Vente,189000.0,2.0,,RUE DE L USINE,0055,51130.0,51107,Chaintrix-Bierges,51,,,511070000B1042,,,,,,,,,,,,,0,1.0,Maison,94.0,6.0,T,terres,,,429.0,4.11077,48.901891,2010.6382978723404,37.38681097732877,30-50 km
2021-822999,2021-05-18,1,Vente,101300.0,32.0,,RUE THIERCELIN PARRICHAULT,2250,51200.0,51230,Épernay,51,,,51230000BK0072,,,10,,3,56.03,9,,,,,,3,2.0,Appartement,55.0,3.0,,,,,,3.950315,49.049589,1841.8181818181818,46.827772495173676,30-50 km
2021-823010,2021-06-07,1,Vente,75000.0,25.0,,RUE DU TUILET,0066,51130.0,51158,Val-des-Marais,51,,,511583830C0007,,,,,,,,,,,,,0,1.0,Maison,71.0,4.0,S,sols,,,1119.0,3.982801,48.815582,1056.338028169014,24.032378454175753,20-30 km
2021-823015,2021-06-10,1,Vente,155000.0,22.0,,RUE DU CHAMP MEUNIER,0006,51130.0,51273,Givry-lès-Loisy,51,,,51273000ZE0045,,,,,,,,,,,,,0,1.0,Maison,72.0,3.0,J,jardins,,,1394.0,3.914137,48.893158,2152.777777777778,29.395339759726244,20-30 km
2021-823015,2021-06-10,1,Vente,155000.0,22.0,,RUE DU CHAMP MEUNIER,0006,51130.0,51273,Givry-lès-Loisy,51,,,51273000ZE0045,,,,,,,,,,,,,0,1.0,Maison,72.0,3.0,S,sols,,,1316.0,3.914137,48.893158,2152.777777777778,29.395339759726244,20-30 km
2021-823020,2021-06-07,1,Vente,60000.0,23.0,,RUE DES RUISSELOTS,0035,51130.0,51611,Vert-Toulon,51,,,51611000AD0501,,,,,,,,,,,,,0,1.0,Maison,95.0,4.0,S,sols,,,301.0,3.913932,48.844629,631.578947368421,24.33401905123531,20-30 km
2021-823045,2021-06-17,1,Vente,280000.0,41.0,,RUE DE LA FONTAINE ST MAURICE,0019,51510.0,51634,Villers-le-Château,51,,,516340000B0362,,,,,,,,,,,,,0,1.0,Maison,241.0,11.0,S,sols,,,1360.0,4.263945,48.955896,1161.8257261410788,49.40995463500674,30-50 km
2021-823047,2021-06-11,1,Vente,298000.0,102.0,,RUE GDE RUE,0180,51530.0,51153,Chouilly,51,,,511530000X0410,,,,,,,,,,,,,0,1.0,Maison,115.0,4.0,S,sols,,,791.0,4.021279,49.023567,2591.304347826087,45.72948746312072,30-50 km
2021-823060,2021-06-11,1,Vente,239922.0,16.0,,RUE DES FAUVETTES,0050,51230.0,51091,Broussy-le-Petit,51,,,510910000A0378,,,,,,,,,,,,,0,1.0,Maison,70.0,3.0,S,sols,,,188.0,3.822082,48.793807,3427.457142857143,17.02109752258816,10-20 km
2021-823060,2021-06-11,1,Vente,239922.0,16.0,,RUE DES FAUVETTES,0050,51230.0,51091,Broussy-le-Petit,51,,,510910000A0379,,,,,,,,,,,,,0,1.0,Maison,70.0,3.0,S,sols,,,188.0,3.822098,48.793932,3427.457142857143,17.03501636258444,10-20 km
2021-823060,2021-06-11,1,Vente,239922.0,16.0,,RUE DES FAUVETTES,0050,51230.0,51091,Broussy-le-Petit,51,,,510910000A0380,,,,,,,,,,,,,0,1.0,Maison,70.0,3.0,S,sols,,,178.0,3.822166,48.794047,3427.457142857143,17.048412992425796,10-20 km
2021-823060,2021-06-11,1,Vente,239922.0,16.0,,RUE DES FAUVETTES,0050,51230.0,51091,Broussy-le-Petit,51,,,510910000A0381,,,,,,,,,,,,,0,1.0,Maison,70.0,3.0,S,sols,,,226.0,3.821809,48.793871,3427.457142857143,17.025116582364365,10-20 km
2021-823060,2021-06-11,1,Vente,239922.0,16.0,,RUE DES FAUVETTES,0050,51230.0,51091,Broussy-le-Petit,51,,,510910000A0382,,,,,,,,,,,,,0,1.0,Maison,70.0,3.0,S,sols,,,241.0,3.821828,48.794038,3427.457142857143,17.04368755081859,10-20 km
2021-823063,2021-05-28,1,Vente,210000.0,79.0,,AV JEAN JAURES,1230,51200.0,51230,Épernay,51,,,51230000BL0635,,,,,,,,,,,,,0,2.0,Appartement,36.0,2.0,S,sols,,,69.0,3.947845,49.047439,5833.333333333333,46.55047134750151,30-50 km
2021-823063,2021-05-28,1,Vente,210000.0,79.0,,AV JEAN JAURES,1230,51200.0,51230,Épernay,51,,,51230000BL0635,,,,,,,,,,,,,0,2.0,Appartement,35.0,2.0,S,sols,,,69.0,3.947845,49.047439,6000.0,46.55047134750151,30-50 km
2021-823063,2021-05-28,1,Vente,210000.0,79.0,,AV JEAN JAURES,1230,51200.0,51230,Épernay,51,,,51230000BL0635,,,,,,,,,,,,,0,2.0,Appartement,43.0,2.0,S,sols,,,69.0,3.947845,49.047439,4883.720930232558,46.55047134750151,30-50 km
2021-823068,2021-06-19,1,Vente,110800.0,19.0,,RUE DE MONTLEAN,0700,51210.0,51380,Montmirail,51,,,51380000AZ0202,,,,,,,,,,,,,0,1.0,Maison,106.0,5.0,S,sols,,,198.0,3.547317,48.870225,1045.2830188679245,30.861558699017518,30-50 km
2021-823071,2021-06-11,1,Vente,152000.0,9.0,,RUE DU CHATELOT,0010,51120.0,51235,Les Essarts-lès-Sézanne,51,,,512350000A0307,,,,,,,,,,,,,0,1.0,Maison,60.0,3.0,S,sols,,,100.0,3.619306,48.770949,2533.3333333333335,18.887635767869252,10-20 km
2021-823071,2021-06-11,1,Vente,152000.0,9.0,,RUE DU CHATELOT,0010,51120.0,51235,Les Essarts-lès-Sézanne,51,,,512350000A0307,,,,,,,,,,,,,0,1.0,Maison,60.0,3.0,P,prés,,,918.0,3.619306,48.770949,2533.3333333333335,18.887635767869252,10-20 km
2021-823078,2021-05-26,1,Vente,250000.0,19.0,,RUE GEORGES GUYOT,0515,51210.0,51380,Montmirail,51,,,51380000AP0019,,,,,,,,,,,,,0,1.0,Maison,100.0,3.0,S,sols,,,2142.0,3.559256,48.854376,2500.0,28.916504081725886,20-30 km
2021-823092,2021-05-29,1,Vente,120000.0,22.0,,RUE LEON BOURGEOIS,0430,51310.0,51237,Esternay,51,,,51237000AM0157,,,,,,,,,,,,,0,1.0,Maison,96.0,3.0,S,sols,,,1250.0,3.550033,48.724199,1250.0,19.685714333198142,10-20 km
2021-823095,2021-06-10,1,Vente,110775.0,6.0,,VC LA PETITE RUE,0310,51230.0,51243,Faux-Fresnay,51,,,512430000T0097,,,,,,,,,,,,,0,1.0,Maison,99.0,4.0,S,sols,,,265.0,3.928448,48.658007,1118.939393939394,10.54956063632794,10-20 km
2021-823106,2021-05-21,1,Vente,58000.0,1.0,B,RUE DE LA VERRERIE,0420,51530.0,51663,Magenta,51,,,51663000AO0361,,,4,62.15,,,,,,,,,1,2.0,Appartement,58.0,2.0,,,,,,3.965333,49.048032,1000.0,46.95535557052022,30-50 km
2021-823116,2021-05-27,1,Vente,145000.0,12.0,,RUE DES HUGUENOTS,1130,51200.0,51230,Épernay,51,,,51230000BH0073,,,,,,,,,,,,,0,1.0,Maison,80.0,3.0,S,sols,,,92.0,3.956833,49.039186,1812.5,45.838229974870735,30-50 km
2021-823121,2021-06-11,1,Vente,115000.0,5.0,,PL SAINT MARTIN,0160,51210.0,51085,Le Breuil,51,,,51085000BC0016,,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,S,sols,,,608.0,3.644557,48.975386,1437.5,38.473455865855534,30-50 km
2021-823138,2021-06-11,1,Vente,257500.0,3.0,,RUE DE LA REPUBLIQUE,0190,51530.0,51200,Cuis,51,,,512000000A0162,,,,,,,,,,,,,0,1.0,Maison,99.0,5.0,VE,vergers,,,1948.0,3.964309,48.99715,2601.010101010101,41.5289144591871,30-50 km
2021-823140,2021-06-07,1,Vente,265000.0,160.0,,RUE L HOPITAL AUBAN MOET,1120,51200.0,51230,Épernay,51,,,51230000BD0100,,,209,104.72,233,,,,,,,,2,2.0,Appartement,104.0,4.0,,,,,,3.951637,49.033136,2548.076923076923,45.087671430292716,30-50 km
2021-823144,2021-05-21,1,Vente,58000.0,20.0,B,RUE DES HUGUENOTS,1130,51200.0,51230,Épernay,51,,,51230000BH0080,,,1,48.96,7,,,,,,,,2,2.0,Appartement,50.0,1.0,,,,,,3.956573,49.038643,1160.0,45.774947424159414,30-50 km
2021-823145,2021-06-10,1,Vente,75000.0,28.0,,RUE DU GENERAL DE GAULLE,0018,51130.0,51611,Vert-Toulon,51,,,51611000AD0151,,,,,,,,,,,,,0,1.0,Maison,92.0,4.0,S,sols,,,552.0,3.910377,48.844072,815.2173913043479,24.177653582037408,20-30 km
2021-823152,2021-06-11,1,Vente,110000.0,9.0,,IMP DU RICHEBOUT,0370,51190.0,51367,Le Mesnil-sur-Oger,51,,,51367000AD0817,,,,,,,,,,,,,0,1.0,Maison,42.0,2.0,S,sols,,,168.0,4.019534,48.943404,2619.0476190476193,37.56538694060512,30-50 km
2021-823156,2021-06-08,1,Vente,280000.0,7.0,,RUE DU RELAIS,0220,51480.0,51410,Œuilly,51,,,51410000AP0619,,,,,,,,,,,,,0,1.0,Maison,175.0,6.0,S,sols,,,801.0,3.794621,49.076285,1600.0,48.243469094142085,30-50 km
2021-823157,2021-06-08,1,Vente,141500.0,61.0,,AV JAMES ET GABRIEL LECOMTE,1195,51200.0,51230,Épernay,51,,,51230000BP0014,,,,,,,,,,,,,0,1.0,Maison,71.0,4.0,S,sols,,,395.0,3.946545,49.027788,1992.9577464788733,44.41517469564466,30-50 km
2021-823159,2021-06-08,1,Vente,249000.0,12.0,,RUE DE BEL AIR,0160,51200.0,51230,Épernay,51,,,51230000BE0829,,,,,,,,,,,,,0,1.0,Maison,106.0,5.0,S,sols,,,411.0,3.955125,49.035637,2349.056603773585,45.42444875874979,30-50 km
2021-823161,2021-05-28,1,Vente,175000.0,1.0,,IMP DES FRENES,0028,51320.0,51556,Soudron,51,,,515560000D0720,,,,,,,,,,,,,0,1.0,Maison,163.0,7.0,S,sols,,,772.0,4.197681,48.848534,1073.6196319018404,37.898713415781785,30-50 km
2021-823162,2021-06-11,1,Vente,230000.0,9.0,,IMP DU RICHEBOUT,0370,51190.0,51367,Le Mesnil-sur-Oger,51,,,51367000AD0816,,,,,,,,,,,,,0,1.0,Maison,169.0,4.0,S,sols,,,460.0,4.019071,48.943493,1360.9467455621302,37.55875399814542,30-50 km
2021-823166,2021-06-08,1,Vente,160000.0,5241.0,,AU DESSUS DE L EGLISE,B029,51230.0,51165,Connantre,51,,,51165000YS0016,,,,,,,,,,,,,0,1.0,Maison,89.0,4.0,S,sols,,,3560.0,3.920208,48.729805,1797.752808988764,13.790536224512556,10-20 km
2021-823169,2021-04-10,1,Vente,180000.0,166.0,,RUE DU GENERAL DE GAULLE,0160,51530.0,51196,Cramant,51,,,51196000AE0412,,,,,,,,,,,,,0,1.0,Maison,148.0,4.0,S,sols,,,1344.0,3.990547,48.98799,1216.2162162162163,41.22145346940447,30-50 km
2021-823175,2021-06-08,1,Vente,110000.0,69.0,,AV JAMES ET GABRIEL LECOMTE,1195,51200.0,51230,Épernay,51,,,51230000BP0008,,,,,,,,,,,,,0,1.0,Maison,68.0,4.0,S,sols,,,467.0,3.946368,49.027528,1617.6470588235295,44.38386687354657,30-50 km
2021-823175,2021-06-08,1,Vente,110000.0,69.0,,AV JAMES ET GABRIEL LECOMTE,1195,51200.0,51230,Épernay,51,,,51230000BP0008,,,,,,,,,,,,,0,1.0,Maison,24.0,1.0,S,sols,,,467.0,3.946368,49.027528,4583.333333333333,44.38386687354657,30-50 km
2021-823179,2021-06-15,1,Vente,183500.0,65.0,,AV JAMES ET GABRIEL LECOMTE,1195,51200.0,51230,Épernay,51,,,51230000BP0010,,,,,,,,,,,,,0,1.0,Maison,94.0,4.0,S,sols,,,410.0,3.946447,49.027663,1952.127659574468,44.39987335322453,30-50 km
2021-823180,2021-06-15,1,Vente,98600.0,6.0,B,RUE LEON BLUM,1362,51200.0,51230,Épernay,51,,,512300000I1436,,,11,,9,65.81,,,,,,,2,2.0,Appartement,69.0,3.0,,,,,,3.96895,49.044459,1428.9855072463768,46.64920544826422,30-50 km
2021-823184,2021-06-16,1,Vente,84150.0,55.0,,AV JEAN JAURES,1230,51200.0,51230,Épernay,51,,,51230000BL0135,,,20,95.16,34,,48,,,,,,3,2.0,Appartement,96.0,4.0,,,,,,3.949348,49.046635,876.5625,46.49212120844147,30-50 km
2021-823200,2021-05-27,1,Vente,118000.0,15.0,,PL BERNARD STASI,0075,51200.0,51230,Épernay,51,,,51230000BI0895,,,105,,,,,,,,,,1,2.0,Appartement,71.0,1.0,,,,,,3.953118,49.042806,1661.9718309859154,46.15297842712087,30-50 km
2021-823202,2021-06-03,1,Vente,150000.0,15.0,,AV DU MONT FELIX,0110,51530.0,51390,Moussy,51,,,513900000B0611,,,,,,,,,,,,,0,1.0,Maison,95.0,5.0,S,sols,,,373.0,3.922787,49.010469,1578.9473684210527,42.11457614383007,30-50 km
2021-823205,2021-06-09,1,Vente,120000.0,8.0,,LES SABLES RIVE GAUCHE,B070,51120.0,51360,Le Meix-Saint-Epoing,51,,,513600000C0306,,,,,,,,,,,,,0,1.0,Maison,61.0,1.0,BS,taillis sous futaie,,,7153.0,3.671242,48.696355,1967.2131147540983,10.431554608165097,10-20 km
2021-823205,2021-06-09,1,Vente,120000.0,8.0,,LES SABLES RIVE GAUCHE,B070,51120.0,51360,Le Meix-Saint-Epoing,51,,,513600000C0306,,,,,,,,,,,,,0,1.0,Maison,61.0,1.0,S,sols,,,500.0,3.671242,48.696355,1967.2131147540983,10.431554608165097,10-20 km
2021-823207,2021-06-10,1,Vente,126000.0,155.0,,RUE DE L'EGLISE,0080,51210.0,51596,Vauchamps,51,,,515960000A0471,,,,,,,,,,,,,0,1.0,Maison,80.0,4.0,S,sols,,,220.0,3.614668,48.882472,1575.0,29.547670870713006,20-30 km
2021-823232,2021-05-26,1,Vente,55000.0,32.0,,RUE DE LA GARE,0100,51260.0,51009,Anglure,51,,,51009000AC0066,,,,,,,,,,,,,0,1.0,Maison,86.0,3.0,S,sols,,,343.0,3.80957,48.583429,639.5348837209302,6.7723294382002095,5-10 km
2021-823244,2021-06-15,1,Vente,188000.0,22.0,,ESP LES CAPUCINES,1376,51160.0,51030,Aÿ-Champagne,51,,,510303470F1257,,,,,,,,,,,,,0,1.0,Maison,92.0,4.0,S,sols,,,679.0,4.026242,49.049139,2043.4782608695652,48.50572108054816,30-50 km
2021-823245,2021-06-14,1,Vente,132500.0,9.0,,RUE DE MONTPERTUIS,0090,51270.0,51042,Baye,51,,,51042000AB0027,,,,,,,,,,,,,0,1.0,Maison,77.0,4.0,S,sols,,,736.0,3.763094,48.85908,1720.7792207792209,24.150361459519374,20-30 km
2021-823246,2021-06-11,1,Vente,230000.0,37.0,,RUE HENRY DUNANT,1114,51200.0,51230,Épernay,51,,,51230000BK0126,,,,,,,,,,,,,0,2.0,Appartement,46.0,2.0,S,sols,,,202.0,3.952603,49.049099,5000.0,46.81837107613165,30-50 km
2021-823246,2021-06-11,1,Vente,230000.0,37.0,,RUE HENRY DUNANT,1114,51200.0,51230,Épernay,51,,,51230000BK0126,,,,,,,,,,,,,0,2.0,Appartement,37.0,2.0,S,sols,,,202.0,3.952603,49.049099,6216.216216216216,46.81837107613165,30-50 km
2021-823246,2021-06-11,1,Vente,230000.0,37.0,,RUE HENRY DUNANT,1114,51200.0,51230,Épernay,51,,,51230000BK0126,,,,,,,,,,,,,0,2.0,Appartement,44.0,2.0,S,sols,,,202.0,3.952603,49.049099,5227.272727272727,46.81837107613165,30-50 km
2021-823246,2021-06-11,1,Vente,230000.0,37.0,,RUE HENRY DUNANT,1114,51200.0,51230,Épernay,51,,,51230000BK0126,,,,,,,,,,,,,0,2.0,Appartement,29.0,1.0,S,sols,,,202.0,3.952603,49.049099,7931.0344827586205,46.81837107613165,30-50 km
2021-823246,2021-06-11,1,Vente,230000.0,37.0,,RUE HENRY DUNANT,1114,51200.0,51230,Épernay,51,,,51230000BK0126,,,,,,,,,,,,,0,2.0,Appartement,40.0,2.0,S,sols,,,202.0,3.952603,49.049099,5750.0,46.81837107613165,30-50 km
2021-823246,2021-06-11,1,Vente,230000.0,37.0,,RUE HENRY DUNANT,1114,51200.0,51230,Épernay,51,,,51230000BK0126,,,,,,,,,,,,,0,2.0,Appartement,28.0,1.0,S,sols,,,202.0,3.952603,49.049099,8214.285714285714,46.81837107613165,30-50 km
2021-823246,2021-06-11,1,Vente,230000.0,37.0,,RUE HENRY DUNANT,1114,51200.0,51230,Épernay,51,,,51230000BK0126,,,,,,,,,,,,,0,2.0,Appartement,41.0,2.0,S,sols,,,202.0,3.952603,49.049099,5609.756097560976,46.81837107613165,30-50 km
2021-823249,2021-06-17,1,Vente,130000.0,23.0,,RUE DE LA FAUVETTE,0770,51200.0,51230,Épernay,51,,,51230000BI0234,,,,,,,,,,,,,0,1.0,Maison,48.0,3.0,S,sols,,,40.0,3.952209,49.044284,2708.3333333333335,46.29399414152045,30-50 km
2021-823255,2021-06-03,1,Vente,55000.0,71.0,,RUE JULIEN DUCOS,0130,51530.0,51002,Saint-Martin-d'Ablois,51,,,51002000AO0211,,,,,,,,,,,,,0,1.0,Maison,154.0,4.0,S,sols,,,105.0,3.867161,49.011713,357.14285714285717,41.47694004558671,30-50 km
2021-823256,2021-06-21,2,Vente,160000.0,8.0,,RUE GUYNEMER,0140,51150.0,51434,Plivot,51,,,51434000AB0333,,,,,,,,,,,,,0,1.0,Maison,115.0,5.0,,,,,,4.072191,49.015544,1391.304347826087,46.4636075404668,30-50 km
2021-823271,2021-06-14,1,Vente,97500.0,49.0,,RUE JEAN JACQUES ROUSSEAU,1227,51200.0,51230,Épernay,51,,,512300000I0178,,,,,,,,,,,,,0,1.0,Maison,63.0,4.0,S,sols,,,271.0,3.970349,49.045113,1547.6190476190477,46.748304614505926,30-50 km
2021-823276,2021-05-26,1,Vente,100000.0,12.0,,ALL VINCENT D INDY,2370,51200.0,51230,Épernay,51,,,51230000AL0289,,,,,,,,,,,,,0,1.0,Maison,111.0,7.0,S,sols,,,137.0,3.977902,49.037145,900.9009009009009,46.06607056580635,30-50 km
2021-823278,2021-06-15,1,Vente,169000.0,16.0,,RUE DE REVEILLON,0100,51310.0,51625,Villeneuve-la-Lionne,51,,,51625000AD0085,,,,,,,,,,,,,0,1.0,Maison,66.0,3.0,S,sols,,,730.0,3.455882,48.768364,2560.6060606060605,28.11722908738698,20-30 km
2021-823290,2021-06-18,1,Vente,110000.0,2.0,,RUE DU MONT BLANC,0240,51190.0,51367,Le Mesnil-sur-Oger,51,,,51367000AD0293,,,,,,,,,,,,,0,1.0,Maison,44.0,2.0,S,sols,,,219.0,4.017254,48.94413,2500.0,37.56158625185919,30-50 km
2021-823313,2021-06-24,1,Vente,120400.0,21.0,,RUE PAUL GRAVET,0340,51530.0,51663,Magenta,51,,,51663000AO0201,,,,,,,,,,,,,0,1.0,Maison,70.0,3.0,S,sols,,,159.0,3.966889,49.050197,1720.0,47.218344442669455,30-50 km
2021-823315,2021-06-22,1,Vente,155000.0,20.0,,RUE DE LA HAIE MARION,0155,51210.0,51264,Le Gault-Soigny,51,,,51264000AN0088,,,,,,,,,,,,,0,1.0,Maison,92.0,6.0,S,sols,,,678.0,3.563757,48.808944,1684.7826086956522,24.756002973529768,20-30 km
2021-823318,2021-06-05,1,Vente,91000.0,23.0,,RUE DE SOMPUIS,0110,51320.0,51167,Coole,51,,,51167000AC0050,,,,,,,,,,,,,0,1.0,Maison,72.0,4.0,S,sols,,,914.0,4.394252,48.737705,1263.888888888889,45.930858206486675,30-50 km
2021-823319,2021-06-18,1,Vente,130000.0,32.0,,AV DE LA REPUBLIQUE,0360,51190.0,51367,Le Mesnil-sur-Oger,51,,,51367000AH0346,,,,,,,,,,,,,0,1.0,Maison,94.0,4.0,S,sols,,,256.0,4.028848,48.949307,1382.9787234042553,38.46191290460024,30-50 km
2021-823328,2021-05-27,1,Vente,97000.0,1.0,,PL DU GENERAL DE GAULLE,0390,51700.0,51217,Dormans,51,,,51217000AD0665,,,,,,,,,,,,,0,2.0,Appartement,78.0,3.0,S,sols,,,133.0,3.638399,49.074808,1243.5897435897436,49.3004195535273,30-50 km
2021-823328,2021-05-27,1,Vente,97000.0,1.0,,PL DU GENERAL DE GAULLE,0390,51700.0,51217,Dormans,51,,,51217000AD0665,,,,,,,,,,,,,0,2.0,Appartement,78.0,3.0,S,sols,,,133.0,3.638399,49.074808,1243.5897435897436,49.3004195535273,30-50 km
2021-823341,2021-06-16,1,Vente,170000.0,15.0,,RUE DE VELYE,0058,51130.0,51107,Chaintrix-Bierges,51,,,511070000B1190,,,,,,,,,,,,,0,1.0,Maison,86.0,5.0,S,sols,,,1614.0,4.10709,48.901849,1976.7441860465117,37.211703732949076,30-50 km
